0,0,0,0,0,0,0,0,0,0.088442211,1,0,0
0,0,0,0,0,0,0,0,1,0.21281407,2,0,1
0,0,0,0,0,0,0,1,0,0.304773869,3,1,0
0,0,0,0,0,0,0,1,1,0.366834171,3,1,0
0,0,0,0,0,0,1,0,0,0.516834171,2,0,1
0,0,0,0,0,0,1,0,1,0.592211055,2,0,1
0,0,0,0,0,0,1,1,0,0.544723618,2,0,1
0,0,0,0,0,0,1,1,1,0.600502513,2,0,1
0,0,0,0,0,1,0,0,0,0.61959799,2,0,1
0,0,0,0,0,1,0,0,1,0.595979899,3,1,0
0,0,0,0,0,1,0,1,0,0.571105528,2,0,1
0,0,0,0,0,1,0,1,1,0.624120603,2,0,1
0,0,0,0,0,1,1,0,0,0.579396985,2,0,1
0,0,0,0,0,1,1,0,1,0.581909548,2,0,1
0,0,0,0,0,1,1,1,0,0.617085427,2,0,1
0,0,0,0,0,1,1,1,1,0.622613065,3,1,0
0,0,0,0,1,0,0,0,0,0.561557789,3,1,0
0,0,0,0,1,0,0,0,1,0.499748744,2,0,1
0,0,0,0,1,0,0,1,0,0.426130653,2,0,1
0,0,0,0,1,0,0,1,1,0.292211055,2,0,1
0,0,1,0,0,1,0,0,0,0.022613065,3,1,0
0,0,1,0,0,1,0,0,1,0.102512563,3,1,0
0,0,1,0,0,1,0,1,0,0.088190955,3,1,0
0,0,1,0,0,1,0,1,1,0.111809045,2,0,1
0,0,1,0,0,1,1,0,0,0.118341709,3,1,0
0,0,1,0,0,1,1,0,1,0.110552764,2,0,1
0,0,1,0,0,1,1,1,0,0.136432161,3,1,0
0,0,1,0,0,1,1,1,1,0.11758794,2,0,1
0,0,1,0,1,0,0,0,0,0.104522613,2,0,1
0,0,1,0,1,0,0,0,1,0.07839196,2,0,1
0,0,1,0,1,0,0,1,0,0.05678392,2,0,1
0,0,1,0,1,0,0,1,1,0.043467337,2,0,1
0,0,1,1,0,0,0,0,0,0.02361809,1,0,0
0,0,1,1,0,0,0,0,1,0.109296482,1,0,0
0,0,1,1,0,0,0,1,0,0.203266332,3,1,0
0,0,1,1,0,0,0,1,1,0.219849246,4,0,0
0,0,1,1,0,0,1,0,0,0.394974874,2,0,1
0,0,1,1,0,0,1,0,1,0.452763819,2,0,1
0,0,1,1,0,0,1,1,0,0.444472362,2,0,1
0,0,1,1,0,0,1,1,1,0.458291457,2,0,1
0,0,1,1,0,1,0,0,0,0.473366834,3,1,0
0,0,1,1,0,1,0,0,1,0.368090452,3,1,0
0,0,1,1,0,1,0,1,0,0.395979899,3,1,0
0,0,1,1,0,1,0,1,1,0.402261307,2,0,1
0,0,1,1,0,1,1,0,0,0.401758794,3,1,0
0,0,1,1,0,1,1,0,1,0.423115578,2,0,1
0,0,1,1,0,1,1,1,0,0.413819095,3,1,0
0,0,1,1,0,1,1,1,1,0.398994975,2,0,1
0,0,1,1,1,0,0,0,0,0.364824121,2,0,1
0,0,1,1,1,0,0,0,1,0.338442211,2,0,1
0,0,1,1,1,0,0,1,0,0.294974874,2,0,1
0,0,1,1,1,0,0,1,1,0.204020101,2,0,1
0,1,0,0,0,0,0,0,0,0.007788945,1,0,0
0,1,0,0,0,0,0,0,1,0.025376884,1,0,0
0,1,0,0,0,0,0,1,0,0.06080402,2,0,1
0,1,0,0,0,0,0,1,1,0.123869347,3,1,0
0,1,0,0,0,0,1,0,0,0.163567839,3,1,0
0,1,0,0,0,0,1,0,1,0.150753769,2,0,1
0,1,0,0,0,0,1,1,0,0.164070352,2,0,1
0,1,0,0,0,0,1,1,1,0.177386935,2,0,1
0,1,0,0,0,1,0,0,0,0.201256281,1,0,0
0,1,0,0,0,1,0,0,1,0.192964824,2,0,1
0,1,0,0,0,1,0,1,0,0.199748744,2,0,1
0,1,0,0,0,1,0,1,1,0.190703518,2,0,1
0,1,0,0,0,1,1,0,0,0.199246231,3,1,0
0,1,0,0,0,1,1,0,1,0.226130653,2,0,1
0,1,0,0,0,1,1,1,0,0.218592965,2,0,1
0,1,0,0,0,1,1,1,1,0.213065327,3,1,0
0,1,0,0,1,0,0,0,0,0.204522613,2,0,1
0,1,0,0,1,0,0,0,1,0.173366834,2,0,1
0,1,0,0,1,0,0,1,0,0.155527638,2,0,1
0,1,0,0,1,0,0,1,1,0.107537688,2,0,1
0,1,1,0,0,1,0,0,0,0.105778894,2,0,1
0,1,1,0,0,1,0,0,1,0.145226131,2,0,1
0,1,1,0,0,1,0,1,0,0.13040201,2,0,1
0,1,1,0,0,1,0,1,1,0.117085427,2,0,1
0,1,1,0,0,1,1,0,0,0.160552764,2,0,1
0,1,1,0,0,1,1,0,1,0.14321608,2,0,1
0,1,1,0,0,1,1,1,0,0.17638191,2,0,1
0,1,1,0,0,1,1,1,1,0.122864322,2,0,1
0,1,1,0,1,0,0,0,0,0.129396985,3,1,0
0,1,1,0,1,0,0,0,1,0.105025126,2,0,1
0,1,1,0,1,0,0,1,0,0.087437186,2,0,1
0,1,1,0,1,0,0,1,1,0.066080402,2,0,1
1,0,0,0,0,0,0,0,0,0.005527638,1,0,0
1,0,0,0,0,0,0,0,1,0.020854271,2,0,1
1,0,0,0,0,0,0,1,0,0.034422111,2,0,1
1,0,0,0,0,0,0,1,1,0.046231156,3,1,0
1,0,0,0,0,0,1,0,0,0.053768844,3,1,0
1,0,0,0,0,0,1,0,1,0.096482412,2,0,1
1,0,0,0,0,0,1,1,0,0.084924623,3,1,0
1,0,0,0,0,0,1,1,1,0.074623116,2,0,1
1,0,0,0,0,1,0,0,0,0.082160804,2,0,1
1,0,0,0,0,1,0,0,1,0.071105528,2,0,1
1,0,0,0,0,1,0,1,0,0.06080402,2,0,1
1,0,0,0,0,1,0,1,1,0.084673367,2,0,1
1,0,0,0,0,1,1,0,0,0.084673367,2,0,1
1,0,0,0,0,1,1,0,1,0.071105528,2,0,1
1,0,0,0,0,1,1,1,0,0.080653266,2,0,1
1,0,0,0,0,1,1,1,1,0.07160804,2,0,1
1,0,0,0,1,0,0,0,0,0.051758794,3,1,0
1,0,0,0,1,0,0,0,1,0.046482412,3,1,0
1,0,0,0,1,0,0,1,0,0.033668342,2,0,1
1,0,0,0,1,0,0,1,1,0.02638191,2,0,1
