0,0,0,0,0,0,0,0,0,0.119346734,1,0,0
0,0,0,0,0,0,0,0,1,0.3,2,0,1
0,0,0,0,0,0,0,1,0,0.397738693,2,0,1
0,0,0,0,0,0,0,1,1,0.493467337,3,1,0
0,0,0,0,0,0,1,0,0,0.669095477,2,0,1
0,0,0,0,0,0,1,0,1,0.822613065,3,1,0
0,0,0,0,0,0,1,1,0,0.791457286,2,0,1
0,0,0,0,0,0,1,1,1,0.848241206,2,0,1
0,0,0,0,0,1,0,0,0,0.891708543,2,0,1
0,0,0,0,0,1,0,0,1,0.881155779,2,0,1
0,0,0,0,0,1,0,1,0,0.812562814,2,0,1
0,0,0,0,0,1,0,1,1,0.863567839,3,1,0
0,0,0,0,0,1,1,0,0,0.877135678,2,0,1
0,0,0,0,0,1,1,0,1,0.826633166,3,1,0
0,0,0,0,0,1,1,1,0,0.895477387,3,1,0
0,0,0,0,0,1,1,1,1,0.829899497,3,1,0
0,0,0,0,1,0,0,0,0,0.844221106,3,1,0
0,0,0,0,1,0,0,0,1,0.763567839,2,0,1
0,0,0,0,1,0,0,1,0,0.647487437,2,0,1
0,0,0,0,1,0,0,1,1,0.462562814,2,0,1
0,0,1,0,0,0,0,0,0,0.013065327,1,0,0
0,0,1,0,0,0,0,0,1,0.07361809,1,0,0
0,0,1,0,0,0,0,1,0,0.14120603,2,0,1
0,0,1,0,0,0,0,1,1,0.198743719,3,1,0
0,0,1,0,0,0,1,0,0,0.196984925,3,1,0
0,0,1,0,0,0,1,0,1,0.227386935,3,1,0
0,0,1,0,0,0,1,1,0,0.193718593,2,0,1
0,0,1,0,0,0,1,1,1,0.207788945,2,0,1
0,0,1,0,0,1,0,0,0,0.259296482,3,1,0
0,0,1,0,0,1,0,0,1,0.361809045,2,0,1
0,0,1,0,0,1,0,1,0,0.327889447,3,1,0
0,0,1,0,0,1,0,1,1,0.350502513,2,0,1
0,0,1,0,0,1,1,0,0,0.375125628,2,0,1
0,0,1,0,0,1,1,0,1,0.392211055,2,0,1
0,0,1,0,0,1,1,1,0,0.375879397,2,0,1
0,0,1,0,0,1,1,1,1,0.388944724,3,1,0
0,0,1,0,1,0,0,0,0,0.313819095,2,0,1
0,0,1,0,1,0,0,0,1,0.092211055,3,1,0
0,0,1,0,1,0,0,1,0,0.05678392,3,1,0
0,0,1,0,1,0,0,1,1,0.043467337,2,0,1
0,0,1,1,0,0,0,0,0,0.028643216,1,0,0
0,0,1,1,0,0,0,0,1,0.12361809,1,0,0
0,0,1,1,0,0,0,1,0,0.234170854,2,0,1
0,0,1,1,0,0,0,1,1,0.270100503,3,1,0
