"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","06:00:00#06:10:00","120"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","06:10:00#06:20:00","170"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","06:20:00#06:30:00","205"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","06:30:00#06:40:00","266"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","06:40:00#06:50:00","331"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","06:50:00#07:00:00","617"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","07:00:00#07:10:00","406"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","07:10:00#07:20:00","672"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","07:20:00#07:30:00","525"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","07:30:00#07:40:00","453"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","07:40:00#07:50:00","707"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","07:50:00#08:00:00","808"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","08:00:00#08:10:00","652"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","08:10:00#08:20:00","948"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","08:20:00#08:30:00","1083"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","08:30:00#08:40:00","789"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","08:40:00#08:50:00","1198"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","08:50:00#09:00:00","1307"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","09:00:00#09:10:00","832"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","09:10:00#09:20:00","1299"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","09:20:00#09:30:00","1036"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","09:30:00#09:40:00","913"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","09:40:00#09:50:00","1243"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","09:50:00#10:00:00","1240"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","10:00:00#10:10:00","969"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","10:10:00#10:20:00","1294"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","10:20:00#10:30:00","1305"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","10:30:00#10:40:00","982"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","10:40:00#10:50:00","1261"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","10:50:00#11:00:00","1280"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","11:00:00#11:10:00","876"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","11:10:00#11:20:00","1143"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","11:20:00#11:30:00","1234"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","11:30:00#11:40:00","1004"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","11:40:00#11:50:00","1216"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","11:50:00#12:00:00","1234"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","12:00:00#12:10:00","950"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","12:10:00#12:20:00","1191"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","12:20:00#12:30:00","1368"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","12:30:00#12:40:00","940"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","12:40:00#12:50:00","1152"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","12:50:00#13:00:00","1218"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","13:00:00#13:10:00","977"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","13:10:00#13:20:00","1236"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","13:20:00#13:30:00","1368"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","13:30:00#13:40:00","931"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","13:40:00#13:50:00","1229"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","13:50:00#14:00:00","1153"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","14:00:00#14:10:00","935"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","14:10:00#14:20:00","1260"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","14:20:00#14:30:00","1177"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","14:30:00#14:40:00","754"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","14:40:00#14:50:00","1190"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","14:50:00#15:00:00","1115"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","15:00:00#15:10:00","723"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","15:10:00#15:20:00","939"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","15:20:00#15:30:00","931"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","15:30:00#15:40:00","544"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","15:40:00#15:50:00","680"
"4-Gnanadasa-Predeepa-EW","79.881132-6.913941-210","15:50:00#16:00:00","634"
"2-Gnanadasa-Predeepa-NW","79.877032-6.915083-330","06:00:00#06:10:00","28"
"2-Gnanadasa-Predeepa-NW","79.877032-6.915083-330","06:10:00#06:20:00","22"
"2-Gnanadasa-Predeepa-NW","79.877032-6.915083-330","06:20:00#06:30:00","22"
"2-Gnanadasa-Predeepa-NW","79.877032-6.915083-330","06:30:00#06:40:00","66"
"2-Gnanadasa-Predeepa-NW","79.877032-6.915083-330","06:40:00#06:50:00","81"
"2-Gnanadasa-Predeepa-NW","79.877032-6.915083-330","06:50:00#07:00:00","166"
"2-Gnanadasa-Predeepa-NW","79.877032-6.915083-330","07:00:00#07:10:00","115"
"2-Gnanadasa-Predeepa-NW","79.877032-6.915083-330","07:10:00#07:20:00","218"
"2-Gnanadasa-Predeepa-NW","79.877032-6.915083-330","07:20:00#07:30:00","249"
"2-Gnanadasa-Predeepa-NW","79.877032-6.915083-330","07:30:00#07:40:00","210"
"2-Gnanadasa-Predeepa-NW","79.877032-6.915083-330","07:40:00#07:50:00","275"
"2-Gnanadasa-Predeepa-NW","79.877032-6.915083-330","07:50:00#08:00:00","326"
"2-Gnanadasa-Predeepa-NW","79.877032-6.915083-330","08:00:00#08:10:00","282"
"2-Gnanadasa-Predeepa-NW","79.877032-6.915083-330","08:10:00#08:20:00","267"
"2-Gnanadasa-Predeepa-NW","79.877032-6.915083-330","08:20:00#08:30:00","255"
