06:00:00#06:10:00,0.0026,1
06:10:00#06:20:00,0.0056,1
06:20:00#06:30:00,0.0145,1
06:30:00#06:40:00,0.0253,1
06:40:00#06:50:00,0.198,1
06:50:00#07:00:00,0.3678,2
07:00:00#07:10:00,0.5146,2
07:10:00#07:20:00,0.7504,3
07:20:00#07:30:00,0.6722,3
07:30:00#07:40:00,0.65,3
07:40:00#07:50:00,0.8123,4
07:50:00#08:00:00,0.7997,3
08:00:00#08:10:00,0.5735,2
08:10:00#08:20:00,0.6772,3
08:20:00#08:30:00,0.5725,2
08:30:00#08:40:00,0.6718,3
08:40:00#08:50:00,0.6193,3
08:50:00#09:00:00,0.6166,3
09:00:00#09:10:00,0.5919,2
09:10:00#09:20:00,0.6642,3
09:20:00#09:30:00,0.3739,2
09:30:00#09:40:00,0.3507,2
09:40:00#09:50:00,0.3144,2
09:50:00#10:00:00,0.3223,2
10:00:00#10:10:00,0.3604,2
10:10:00#10:20:00,0.4155,2
10:20:00#10:30:00,0.3909,2
10:30:00#10:40:00,0.4418,2
10:40:00#10:50:00,0.3128,2
10:50:00#11:00:00,0.3106,2
11:00:00#11:10:00,0.3082,2
11:10:00#11:20:00,0.3098,2
11:20:00#11:30:00,0.2872,2
11:30:00#11:40:00,0.3024,2
11:40:00#11:50:00,0.4977,2
11:50:00#12:00:00,0.4495,2
12:00:00#12:10:00,0.5252,2
12:10:00#12:20:00,0.5609,2
12:20:00#12:30:00,0.6667,3
12:30:00#12:40:00,0.6304,3
12:40:00#12:50:00,0.5707,2
12:50:00#13:00:00,0.5675,2
13:00:00#13:10:00,0.5913,2
13:10:00#13:20:00,0.5842,2
13:20:00#13:30:00,0.692,3
13:30:00#13:40:00,0.6616,3
13:40:00#13:50:00,0.8034,4
13:50:00#14:00:00,0.7951,3
14:00:00#14:10:00,0.937,4
14:10:00#14:20:00,0.87,4
14:20:00#14:30:00,0.5841,2
14:30:00#14:40:00,0.5853,2
14:40:00#14:50:00,0.6604,3
14:50:00#15:00:00,0.5662,2
15:00:00#15:10:00,0.3401,2
15:10:00#15:20:00,0.3847,2
15:20:00#15:30:00,0.5654,2
15:30:00#15:40:00,0.5717,2
15:40:00#15:50:00,0.5283,2
15:50:00#16:00:00,0.5659,2
